Tags,Tag,Question ID,Title,Creation Date,Answer Count,View Count,Score
jpa,jpa,77735065,Calling a sql function from java gives error,1703918260,0,44,0
android,android,26902555,How to create GeoTagging image / location tagging application for android with google maps using eclipse with ADT,1415859570,1,14015,2
docker,docker,77685959,ERROR: for nginx: Bind for 0.0.0.0:443 failed: port is already allocated while running Coolify &amp; BTCPayServer,1702996520,1,81,1
json,json,77735366,How to extend syntax highlighting for a language (markdown) in VS code,1703926608,0,12,-1
json,json,77735039,How to delete element from JSON array of objects by ID,1703917294,2,67,-2
spring-boot,spring-boot,77732459,Spring Boot 3.2 JDBC,1703859876,0,37,-3
android,android,77735288,How does &quot;Android CI&quot; GitHub Action work without setting up Android tools?,1703924382,0,19,0
android,android,63426705,How to create HTTP server app in flutter?,1597499062,2,10948,5
"json,spring-boot",json,77733087,Applying @JsonProperty(access = JsonProperty.Access.WRITE_ONLY) on field not working,1703868766,1,37,0
spring-boot,spring-boot,75825235,Spring Boot 3.0.4 webflux having 415 UNSUPPORTED_MEDIA_TYPE,1679586789,2,4354,1
"android,kotlin",android,77715897,Implementing Complex Motion and Choreography in Android Animation,1703571263,0,31,0
android,android,76016637,java language options not show in android studio,1681485598,6,12940,8
"android,kotlin",android,77735237,Access TextField value from another composable function in by click FloatingActionButt,1703923147,0,8,0
spring-boot,spring-boot,77734973,SpringBoot API Authentication with AuthenticationManager,1703914710,1,30,0
docker,docker,77735216,Consul all service checks failing with service with server ssl enabled true,1703922399,0,29,0
gradle,gradle,77734574,How can JavaDocs be configured to be generated in a specified project root directory?,1703899112,1,27,1
json,json,77730407,How to parse a json requestbody in post request,1703828211,0,35,0
android,android,57937350,Cannot save snapshot AVD,1568478506,1,1027,9
javafx,javafx,77721359,How can I change the app name and icon from the default &quot;Java&quot; to something else with JavaFX on MacOS 14?,1703673025,1,38,0
docker,docker,77732714,AppEngine Flex instance using custom python and virtualenv failed to deploy,1703863409,0,15,0
spring-boot,spring-boot,66328022,Captcha Implementation in Angular and Spring Based web application,1614061053,2,2337,0
spring-boot,spring-boot,77735107,best practice for implementing pagination in spring reactive data mongodb,1703919457,0,11,0
docker,docker,75521775,Buildx Docker Image Claims to be a Manifest List,1676989209,2,1374,3
"spring-boot,maven",spring-boot,77733266,GitHub Action failing on mvn clean install,1703871324,0,32,-1
"android,kotlin",android,77721006,Usage of remembering a lambda function in rememberUpdatedState(),1703668499,1,42,1
spring-boot,spring-boot,77731857,onstatus catches exception but mono error is ignored and client gets http status code 200,1703851159,0,23,0
android,android,70604161,Failed to resolve: org.jitsi.react:jitsi-meet-sdk:3.+,1641456604,6,3920,3
"spring-boot,maven",spring-boot,69402824,Java 17 with Maven Wrapper results in Unrecognized VM option &#39;MaxPermSize=512m&#39;,1633076985,3,30481,18
"android,kotlin",android,77734441,Querying audio files from external storage on Android in Kotlin not working,1703895086,1,27,0
android,android,77734056,raise the Android Files app in the Download folder and let the user manipulate files,1703884764,0,17,0
android,android,77701903,Android Studio: The device may not have sufficient computing power for encoding display contents,1703224292,1,36,1
android,android,77734927,Adding a page title and back button to fragments in Android Studio,1703913085,1,31,1
docker,docker,77734999,not able create recursine build in pnpm repo while building up docker image,1703915747,0,8,0
android,android,77734982,Problem on Android Studio (Kotlin). RecyclerView in Fragment not showing anythig,1703915082,0,19,0
android,android,77734942,java.lang.ClassNotFoundException - Didn&#39;t find class &quot;dgnc&quot; on path: DexPathList[[zip file &quot;/system/framework/com.android.media.remotedisplay.jar&quot;,1703913743,0,12,0
kotlin,kotlin,77734935,Problems with Java/Kotlin Build Application using IDEA,1703913488,0,17,0
android,android,66722104,New Google Sign-In API - refresh token,1616246558,2,1178,3
"android,kotlin",android,63674765,How to get valid Google ID token after it expires in 1 hour,1598891910,2,866,0
android,android,17255565,Memory dump an app in android,1371937065,1,10005,5
android,android,38737021,How to refresh ID token after it expires when integrating Google sign-in on Android?,1470209102,2,6619,17
android,android,36431152,"google sign-in for android, token expires, Authenticate with a backend server",1459871163,2,785,5
javafx,javafx,53695304,AutoCompletionBinding cannot access class com.sun.javafx.event.EventHandlerManager,1544379535,2,6210,6
android,android,77734882,APK built by Unity won&#39;t install - INSTALL_PARSE_FAILED_NO_CERTIFICATES - APK Signature Scheme v2: SHA-256 digest of contents did not verify,1703911732,0,10,0
"android,kotlin",android,4258623,Show soft keyboard for dialog,1290531363,6,44395,85
maven,maven,77733648,NoClassDefFoundError: com/fasterxml/jackson/databind/AnnotationIntrospector$XmlExtensions,1703877456,0,35,-3
android,android,18572014,Enabling zoom on scroll view,1378120831,2,9111,7
android,android,77734816,Is there any way to better my APN for T-Mobile network,1703908626,0,22,-3
json,json,77734785,Need chrome extension to display the popup alert without having to hit extension icon each time to scan webpage for the word &quot;Taxi&quot; any suggestions?,1703907285,0,22,-2
android,android,77734457,SDL2 Android image not rendering,1703895607,0,16,-3
android,android,41089042,How do I install a previous version of build tools in addition to the sdk?,1481477861,3,10824,20
android,android,7200535,How to convert Views to bitmaps?,1314338197,7,50558,36
hibernate,hibernate,77709560,Oracle Connnection issue in Hibernate Reactive,1703386096,1,22,0
kotlin,kotlin,77675150,Error when tring to fetch data from MongoDb,1702830329,1,109,2
android,android,77731063,Is it possible to trigger Android app updates programmatically without user interaction using Google Play Core Library?,1703840764,1,47,1
spring-boot,spring-boot,77734752,resttemplate does not retrieve the full data of a file from server,1703906237,0,14,0
spring-boot,spring-boot,55494154,How to fix org.apache.spark.SparkException: Job aborted due to stage failure Task &amp; com.datastax.spark.connector.rdd.partitioner.CassandraPartition,1554291170,1,13010,2
android,android,77732453,change tint and saturation of live camera in flutter using camera package,1703859748,1,13,0
docker,docker,77732961,Django-based Docker project will connect to local postgres DB on windows machines but not on a Mac or Linux machine,1703867070,1,25,0
android,android,77734688,Android Layout Inspector too smart,1703903295,0,13,0
docker,docker,68647737,Ignoring specific files in Dockerfile.dockerignore does not work,1628064976,3,1611,1
"spring-boot,jpa",spring-boot,77734674,Searching between two dates greater and less than just works with new ISODate within the @query expression declared in java with mongorepository jpa,1703902861,0,13,0
hibernate,hibernate,40561414,Getting a nullpointerexception for my EntityManager,1478942658,2,12247,5
android,android,77734629,"Data is reapting and mutitype views are overlapping in recyclerview, i am using delegate adapter pattern - android",1703901340,0,8,0
android,android,52867948,Illegal character in opaque part at index 2 flutter,1539843016,10,39965,23
json,json,77705072,Getting back slashes in the json/request body in Lua script,1703266654,0,42,0
android,android,11930054,Receiving Cell Broadcast for showing current location (Channel 50) in android,1344843847,1,12403,9
docker,docker,74325956,docker: Error response from daemon: network mongo-network not found,1667633727,1,1576,0
android,android,77734353,Save images in a certain folder when taking picture mkdirs() android/java,1703892338,0,20,0
hibernate,hibernate,62254314,Spring JPA - Hibernate: Batch insert execute too much select nextval (‘sequence’),1591585013,3,4234,5
android,android,77734579,Flutter - Font not rendering properly,1703899245,0,24,0
spring-boot,spring-boot,77725066,Access to XMLHttpRequest at &#39;http:/vm_address:8080/api/v1/contacts/&#39; from origin &#39;http://vm_address:5173&#39; has been blocked by CORS policy: Response,1703739065,0,50,-2
android,android,54050657,pass OnActivityResult data back to hybrid app from capacitor,1546680177,2,3666,2
kotlin,kotlin,77734561,How can I access the clipboard without a window?,1703898868,0,7,0
docker,docker,76771312,Java Docker API CPU Calculation,1690374447,2,40,0
docker,docker,47660841,How do I check if an image:tag exists in gitlab container registry,1512500474,5,17843,15
spring-boot,spring-boot,77734518,The thymeleaf template does not display the date from the database,1703897612,0,13,0
docker,docker,77734516,COPY two folders in docker (failed to compute cache key: failed to calculate checksum of ref),1703897572,0,10,0
"kotlin,gradle",kotlin,77734505,Kotlin KAPT to KSP can&#39;t find bean,1703897220,0,11,0
gradle,gradle,77734436,IntelliJ IDEA&#39;s &quot;External Libraries&quot; shows every class shows twice after adding dependency,1703894857,0,18,0
spring-boot,spring-boot,76987080,CORS in Spring Security (Spring Boot 3),1693138749,4,904,1
gradle,gradle,77734449,Gradle Kotlin DSL use jniLibs,1703895455,0,9,0
android,android,77734058,Images from Firebase Storage won&#39;t load,1703884827,1,69,0
spring-boot,spring-boot,77734036,Spring Boot with Kubernetes Java Client API - Edit Namespace,1703884404,0,43,0
docker,docker,77734442,Azure Function on AKS with KEDA always stops,1703895088,0,11,0
"spring-boot,maven",spring-boot,64507704,Java swagger-ui doesn&#39;t render allowableValues for parameter,1603489772,1,9691,2
maven,maven,52123521,Maven Clean Issue - Non-resolvable import POM - Could not transfer artifact from NEXUS,1535757048,4,8699,1
android,android,55315107,Flutter Webview change webpage is not available,1553353485,3,14332,4
docker,docker,77734380,How to create a .devcontainer for a git repository that holds two different node apps with two different package.json files?,1703892965,0,9,0
json,json,77734340,"HTML injected class through vanilla Javascript for my static site, object fetched from JSON not updating",1703891918,1,21,-1
javafx,javafx,77730183,How can I make a node rotate around a circle using the path transition method?,1703822341,1,54,4
json,json,27807266,SyntaxError: JSON.parse: unexpected end of data at line 1 column 1 of the JSON data,1420578812,5,130181,21
"android,kotlin",android,77730734,ViewModel Structure not maintaining variable values when called in seperate Jetpack Compose Composables,1703834792,2,36,0
"android,kotlin",android,77734267,Android : Spinner : set ArrayAdapter in code want no call onItemSelected and only call when user click on spinner,1703889677,0,33,1
json,json,77734282,"Extract and extend bbox from image, and create a new bbox labelling where the desired object is new image",1703890089,0,13,0
kotlin,kotlin,77733246,Kotlin dataclass function is getting called during serialization,1703870909,0,36,0
android,android,21903934,How to debug webview remotely?,1392889552,7,68027,50
"android,kotlin",android,60807411,Remove Augmented Image and add a new one when new image is detected,1584932249,0,129,2
docker,docker,77734249,Trouble Accessing Selenium Grid on Google Cloud Run from Remote Client,1703889309,0,11,0
spring-boot,spring-boot,77732906,Implement Springboot Webclient with PKCS12 configuration,1703866208,0,19,0
docker,docker,77734255,Docker pull starts fast then becomes extremely slow,1703889413,0,13,0
android,android,77734246,Preload android application on tablet,1703889164,0,16,0
"kotlin,gradle",kotlin,77713414,KMP: Failing to add &#39;cafe.adriel.voyager&#39; dependency,1703501734,1,69,1
"hibernate,jpa",hibernate,77734213,@ManyToOne is generating as &quot;not null&quot; and should be nullable,1703888299,0,19,0
"hibernate,jpa",hibernate,77734228,JPA and Hibernate - Select same object twice and get two instances,1703888694,0,11,0
android,android,67455823,No Activity found to handle intent OPEN_DOCUMENT_TREE on some Samsung Android devices,1620549851,3,1842,2
kotlin,kotlin,77733410,Create object with list of another object,1703873677,1,35,0
"spring-boot,docker",spring-boot,77734189,Docker discovery server and client API Java Spring boot,1703887621,0,17,0
spring-boot,spring-boot,77734159,Spring Boot 3.2 REST API Call with Generic Response: Type Mismatch Issue,1703887110,0,21,0
android,android,77724836,how to custom intent to ask for permisson in mediaProjection in android?,1703732228,1,39,0
android,android,77734122,Why the published app android don&#39;t login with Google?,1703886334,1,16,0
"android,gradle",android,60790653,How to fix INSTALL_FAILED_INVALID_APK error in Android Studio?,1584810035,11,22451,12
android,android,25274296,ADB Install Fails With INSTALL_FAILED_TEST_ONLY,1407878674,28,187920,277
gradle,gradle,77734101,مشكلة تبعيات الغرادل والتوافق مع المحاكي emulator vs gradle,1703885871,0,12,-1
android,android,77733301,&#39;libsample.so&#39; Not Found error when trying two use more than one cpp in android JNI?,1703871888,0,17,0
kotlin,kotlin,77734067,File search in kotlin,1703884961,0,26,0
docker,docker,42510002,Docker: How to clear the logs properly for a Docker container?,1488288328,25,705173,531
spring-boot,spring-boot,77732637,Error when setting fields and putting data in a database (H2) from the website using Thymeleaf and Spring boot,1703862030,0,24,0
android,android,77734053,using two observes to update one EditText,1703884696,0,19,0
android,android,77729895,how to bypass your account is not verified on google dev,1703814110,0,12,-1
"android,kotlin",android,77733567,error: [Dagger/MissingBinding]. Cannot be provided without an @Provides-annotated method,1703875927,1,55,-1
json,json,25770093,Display JSON or XML data on Freeboard(Web Dashboard),1410365067,1,8614,0
maven,maven,77733933,How to prevent MVN from changing file dates as it packages a WAR file?,1703882222,1,26,0
android,android,25538752,How to mute the beep sound for SpeechRecognizer?,1409183922,4,21167,10
docker,docker,77724807,How to switch between Docker Containers using the same service name?,1703731384,1,27,1
spring-boot,spring-boot,57231039,Choose the format of Date of an attribute in The Entity Class,1564221687,3,24792,3
android,android,63865126,Why would google maps not show up in flutter?,1599946574,2,2298,2
android,android,77733708,Trying to use an EditText inside an infoWindow in android studio (Java),1703878534,1,28,1
javafx,javafx,77733964,File not found issue JAVAFX,1703882737,0,23,0
android,android,77733930,Advice on learning about Android GPS Tethering via USB,1703882199,0,28,-2
android,android,43731872,how to get video id from clicking YouTube search page link in a webview,1493708120,2,1049,0
android,android,42174931,Android 5+ how to change preferred network,1486809867,0,294,2
spring-boot,spring-boot,77726297,How can I invoke lambda handler in custom runtime environment?,1703759127,2,63,1
"hibernate,maven",hibernate,24386771,javax.validation.ValidationException: HV000183: Unable to load &#39;javax.el.ExpressionFactory&#39;,1403613247,16,165500,137
docker,docker,76443422,Unable to connect to Postgres Docker container with DBeaver,1686342031,2,1071,-1
json,json,77733474,How to use Cheerio to get JSON data within a script tag,1703874611,1,28,0
docker,docker,68247187,Connect to PostgreSQL Database in Docker Container from DBeaver,1625419310,2,3740,2
"android,kotlin",android,77725693,Android Kotlin: NFC Tag not reading by the app,1703750910,1,27,0
android,android,77733775,My app in android studio is crashing due to ContactViewModell class . It is an list of contacts app with CRUD operations,1703879479,0,9,0
android,android,77733350,Error in CredentialManager.createCredential method without much information,1703872478,0,10,0
spring-boot,spring-boot,77733687,StepScope bean duplication when using XML based bean definition,1703878028,0,14,0
kotlin,kotlin,77733183,Check if there is specific object in kotlin,1703870058,1,27,0
docker,docker,64682749,Running Redis rq worker on Docker,1604502848,1,2414,1
android,android,70043592,How to sign apk programmatically with &quot;apksig library&quot; in Android studio,1637387772,0,224,0
kotlin,kotlin,77592215,How do I get a good form layout in Compose?,1701551829,1,38,0
docker,docker,77733463,Docker DNS (127.0.0.11) cannot resolve anything,1703874421,1,51,0
"android,gradle",android,77733627,My build keeps failing - execution failed for task &#39;:location:parseReleaseLocalResources&#39;,1703877109,0,12,0
android,android,77733459,"How to take a picture and set it as my ImageButton, without using the deprecated method startActivityForResult()?",1703874396,1,17,0
spring-boot,spring-boot,77727026,"Is it possible to use Spring Boot SSL bundles internally, while keeping legacy configuration (e.g. javax.net.ssl.*) in application.properties?",1703768354,1,37,1
"json,spring-boot",json,77721233,Database PostgreSql: column String or JSON?,1703671378,1,39,1
android,android,77682600,How to fix &quot;android.support.v4.content.LocalBroadcastManager&quot; import error jetpack compose and MqttService.java,1702951621,0,106,-1
json,json,77731098,How to convert a text file stream to a json file stream,1703841145,1,31,2
gradle,gradle,77733553,Implementing Different Build Configurations in Compose Multiplatform for Android and iOS,1703875730,0,12,0
android,android,72382777,How to benefit on &quot;warm start&quot; from the saved instance state bundle passed into onCreate() or onRestoreInstanceState(),1653504446,1,81,0
json,json,77731768,JSON Schema oneOf insdide of allOf,1703849878,2,33,0
docker,docker,77733475,Unable to run a streamlit app using docker and supervisor,1703874620,0,29,-1
spring-boot,spring-boot,47593537,Disable Spring Security config class for @WebMvcTest in Spring Boot,1512131730,12,53331,43
spring-boot,spring-boot,77733482,CircuitBreaker fallback method getting call for every case,1703874770,0,10,0
android,android,68164883,How do I create a Jetpack Compose Column where a middle child is scrollable but all of the other children are always visible?,1624889493,3,66192,59
android,android,70939513,When to initialize resources to be used inside Compose Canvas?,1643713447,2,997,0
gradle,gradle,76745981,Can&#39;t downgrade to a specific version of &quot;android gradle plugin version&quot;,1690064339,1,426,0
json,json,77733205,Jolt Transform Dynamic attribute to Key/Value,1703870337,1,18,0
"android,kotlin",android,77732725,Should I use main-safety code to run callbacks in Android (Kotlin)?,1703863565,0,17,0
"android,kotlin",android,77733409,flutter_html_to_pdf - The Android Gradle plugin supports only Kotlin Gradle plugin version 1.5.20 and higher,1703873634,0,31,0
"android,gradle",android,77733400,Flutter - Execution failed for task &#39;:app:processDebugMainManifest&#39;,1703873447,0,25,0
android,android,77733391,ionic capacitor in app purchase requires to open app to confirm subscription,1703873222,0,7,0
json,json,77706142,Json value is returned with value noneType causing the code to fail. How does one make it more robust,1703286023,2,58,0
json,json,44205435,How to deserialize a JSON file which contains null values using Serde?,1495813283,4,24384,32
android,android,77733360,how to implement predictive text functionality inside the text field or text view In Android java so the next word will populate as placeword,1703872666,0,21,0
json,json,77733296,R-Script create additionial array prefixes. How avoid?,1703871799,0,34,0
android,android,74731898,Why tailwind css is not applying as style in react-native?,1670510081,3,783,0
spring-boot,spring-boot,77733139,How to implement Zipkin in Spring Boot 3?,1703869539,1,39,0
android,android,77733275,"Beanshell syntax parsing error (lambdas, returns...)",1703871497,0,8,-1
android,android,66212513,Whats is benefits or difrrencess between Viewpager vs ViewPager2,1613409513,2,8587,8
json,json,62705086,Signup user to ASP.NET Identity from Xamarin Forms,1593724261,0,47,0
android,android,77733261,Why do threads keep uploading in my app and how can I control them?,1703871253,0,12,0
spring-boot,spring-boot,77733259,Cacheable principle of REST Architecture Implementation on Spring Boot,1703871217,0,9,1
json,json,51854891,"Error: List&lt;dynamic&gt; is not a subtype of type Map&lt;String, dynamic&gt;",1534319620,10,212224,78
android,android,77729624,VMWare not recognizing my android phone (the device was unable to connect to its ideal host controller),1703806041,1,19,0
spring-boot,spring-boot,77733186,Can Spring Boot JSP limitation be solved?,1703870094,0,21,-1
"android,kotlin",android,69426486,Android Databinding Cannot find a setter for * that accepts parameter type *,1633276588,5,6582,2
"spring-boot,hibernate",spring-boot,77733237,JdbcSQLSyntaxErrorException while executing flyway migration script in h2 on spring-boot startup,1703870805,0,24,0
json,json,77724639,Minecraft 1.18.2 spigot economy plugin coding,1703726442,0,20,0
"maven,spring-boot",maven,48732435,Spring Boot Serving .jsp &lt;jar&gt;,1518358555,3,829,0
spring-boot,spring-boot,77303677,Virtual Threads and Spring WebFlux,1697474942,1,1488,2
spring-boot,spring-boot,77733158,Which Spring Boot version is compatibe with Tomcat 10.0.27?,1703869814,0,21,-2
"android,kotlin",android,77635384,How to use a viewpager inside another fragment and not get any lifecycle issues?,1702222960,1,50,0
spring-boot,spring-boot,77733214,Springboot metric &quot;disk_free&quot; shows unit in &quot;Tri&quot; instead of MB/GB in grafana,1703870406,0,11,-1
spring-boot,spring-boot,77732873,How to use @Query annotation for mongodb queries along with the repository methods like findTop,1703865829,1,26,-1
docker,docker,26757264,npm package.json and docker (mounting it...),1415190622,5,5401,8
docker,docker,77733167,Mounting a volume on host in a docker container,1703869921,0,16,0
"android,kotlin",android,77733071,Unable to update using Retrofit from the ID i declared into it,1703868564,1,24,1
android,android,77725174,How to manually get a light version of a color?,1703741662,1,28,0
android,android,43738389,VideoView Uri redirection,1493729525,0,125,0
json,json,77728248,GroupingBy in Java 8 Streams with more than 3 levels of grouping,1703783610,2,80,-2
json,json,64483151,i can&#39;t deserializing into JSON in C#. Is it something wrong with my classes?,1603372709,1,59,0
docker,docker,31255934,How come my kubernetes&#39; service can&#39;t find an endpoint?,1436218021,6,46316,18
android,android,77733085,Activate Button is disabled in Device Admin Screen in android,1703868730,0,22,0
"android,kotlin",android,77720202,Detect onclick of any element in a list (android studio),1703655269,1,25,-1
json,json,29171854,Wordpress API JSON return limit,1426870373,10,43512,19
spring-boot,spring-boot,77733046,"metric &quot;application_started_time&quot; for springboot shows 01/01/1970, 08:00:00 AM in grafana",1703868160,0,18,-2
docker,docker,77548936,Minikube on Docker shows high CPU utilization every 10 seconds,1700934084,0,68,1
android,android,77733042,MAUI How to emulate screen width of android being 1080?,1703868064,0,11,0
json,json,14865233,Sending anonymous functions through socket.io?,1360798232,3,5155,6
android,android,54684814,react native secureTextEntry not working on android,1550127789,7,14942,3
spring-boot,spring-boot,77731193,Why does Spring boot ignore spring.datasource.url in application.properties for my h2 database?,1703842443,1,89,0
kotlin,kotlin,77732986,Does getReference() method don&#39;t work in Kotlin?,1703867372,0,15,-1
"android,kotlin",android,77717346,androidx.credentials.exceptions.GetCredentialCancellationException: activity is cancelled by the user,1703595033,1,40,2
kotlin,kotlin,77730256,Is class can declared as type for a variable in Kotlyn,1703824165,0,23,0
spring-boot,spring-boot,77732979,ERROR: No primary or single unique constructor found for class [Ldsawmain.entity.vo.TagVO;,1703867247,0,31,0
spring-boot,spring-boot,77732962,Thymeleaf template th:include strange behaviour,1703867072,0,14,0
android,android,77732969,Net Maui Navigation Back button,1703867127,0,10,0
json,json,77698485,Receiving empty brackets array of Sharepoint REST API request?,1703167504,1,23,0
docker,docker,76160943,Docker Desktop - An unexpected error was encountered while executing a WSL command,1683094843,19,70698,15
json,json,77731957,Receive message on MassTransit with empty body from Azure Service Bus,1703852336,1,23,0
android,android,77731381,Cannot use Guava library in iOS by Kotlin Multiplatform,1703845133,1,30,0
android,android,11523797,How to add a MOOV atom in a mp4 video file,1342532562,7,134851,54
json,json,50316653,JSON into Tabulator table- Javascript,1526218224,2,535,1
android,android,77732825,Laggy keyboard after first keystroke in TextField Jetpack Compose,1703865151,1,39,0
android,android,77732572,How to get white color when on dark theme and dark color when on light theme?,1703861269,2,33,0
"android,kotlin",android,77728809,I was trying to identify the two face are similar are not using face recognition with opencv,1703791780,0,24,-3
docker,docker,63437878,Creating a mongodb user from env variables,1597586911,2,1649,0
docker,docker,77732829,What to use instead of ${CI_REGISTRY_PASSWORD} from Gitlab CI for Docker Login?,1703865186,0,13,0
android,android,77732781,AppCenter Build: Project {project-name} at : is either no Android app project or build version has not been set to override. Skipping,1703864477,0,9,0
spring-boot,spring-boot,77732752,How to implement logic that processes conditions after a specific time has passed following an API call?,1703864038,0,18,0
spring-boot,spring-boot,77082912,Springboot keycloak SAML Failed to resolve any signing credential,1694445858,0,117,0
android,android,77732757,Android application with baselineprofile macro benchmark is failing with profileinstaller library issue,1703864112,0,5,0
"spring-boot,hibernate",spring-boot,74753391,Migration to SpringBoot 3: trunc a date with oracle driver no longer works (hibernate),1670679412,5,4962,9
json,json,77732739,My data from axios doesn&#39;t save in my global variable,1703863782,0,16,0
maven,maven,66972941,What are the best practices for creating a quarkus multi-module project?,1617727532,2,9189,3
docker,docker,77732696,Blazor Webassembly and ASP.NET API: &quot;TypeError: Failed to fetch&quot; error when API is dockerized,1703863040,0,30,0
android,android,77731511,Android unusual Image Buttons,1703846983,1,37,0
json,json,77732399,How to JSON stringify a javascript New Date,1703858990,4,90,-1
"android,gradle",android,72184143,Caused by: java.util.zip.ZipException: zip END header not found,1652176187,1,16059,0
android,android,15652825,How can I access a method from another fragment class?,1364364445,1,8661,1
kotlin,kotlin,37977320,How to mock a Kotlin singleton object?,1466626057,7,60827,60
"android,kotlin",android,77732098,Detecting if the app is running on the Virtual Android Environment apps like clone app or multi app space,1703854455,1,25,0
android,android,77732630,How to push critical/emergency alerts/notifications on Android with Expo,1703862014,0,13,0
android,android,70719971,Is it possible to use an Android SDK on Raspberry Pi 4?,1642235936,1,573,0
spring-boot,spring-boot,77732621,how to load css and font locally for jHipster 7,1703861873,0,12,0
spring-boot,spring-boot,77732584,JBWEB000124: The requested resource is not available,1703861443,0,21,2
"spring-boot,jpa",spring-boot,77716036,how to load JPA Entities and Repositories in sprint boot app from external folder/jar,1703573953,2,38,0
android,android,77696969,How to trim video in jectpack compose with custom slider to select start and the end point in the video,1703151320,0,25,0
json,json,41315878,Correct JSON API Request Godaddy Domain Purchase,1482604032,2,1322,1
maven,maven,72837802,Eclipse maven exception java.lang.ExceptionInInitializerError: Cannot access defaults field of Properties [in thread &quot;Worker-27: Building&quot;],1656752503,2,6346,1
spring-boot,spring-boot,77732517,Spring boot dont record multipart data from curl,1703860702,0,14,-1
android,android,57883438,SigningConfig &quot;release&quot; is missing required property &quot;keyPassword&quot;,1568184020,10,37015,26
android,android,77731931,How can i change keyboard language while changing the text field in flutter?,1703852025,1,27,0
android,android,77732467,How to implement a search function in my Application that have a sqlite database?,1703860005,0,21,0
"android,kotlin",android,77732462,Create of a Jetpack Compose project problem with gradle-plugin:1.9.0,1703859932,0,10,-1
json,json,77732445,Generate C# source code for declaring anonymous object from json,1703859652,0,28,-5
android,android,75787244,Show self in freeform window,1679294651,0,127,1
docker,docker,77730216,azure app service can&#39;t find my endpoints added after first deploy,1703823087,1,57,0
docker,docker,77729982,List all IP addresses of Docker containers from different machines connected to an overlay network,1703816607,1,22,-1
"android,kotlin",android,53332435,How can I get a enum member by the ordinal value in kotlin?,1542349024,4,9419,12
"android,kotlin",android,77732379,How to pick an image from imageslide show as wallpaper | Android Studio |Kotlin,1703858699,0,12,0
"spring-boot,maven",spring-boot,77731274,Error while trying to return a list of objects from a rest api,1703843560,1,43,1
kotlin,kotlin,77730911,ConcurrentModificationException on a object wrapped with lock,1703837840,2,64,0
maven,maven,21252800,How to tell Maven to disregard SSL errors (and trusting all certs)?,1390292900,9,359068,178
android,android,77732336,Problem with recording and saving video with CAMERA MAUI,1703858031,0,23,0
spring-boot,spring-boot,77730455,How to use @PostMapping to create/delete/delete API,1703829357,2,47,-2
docker,docker,77728685,PyCharm on Ubuntu - Debugging Docker Application Connection Refused,1703790018,0,26,0
android,android,56789748,Is there a widget that supports rowspan and colspan in flutter?,1561633821,4,20028,16
android,android,77729953,java.lang.NullPointerException: Attempt to invoke virtual method &#39;boolean java.lang.Class.isInterface()&#39; on a null object reference in build release,1703815980,0,24,-2
spring-boot,spring-boot,77732270,WebProgramming - SpringBoot ( IntelliJ),1703856984,0,25,-3
docker,docker,77732259,how can i assign perticular user to EFS mount container folder,1703856765,0,8,0
docker,docker,77730491,How to install Java 11 in TeamCity?,1703830099,1,38,-1
android,android,77732240,BlueCove library is not supported for Android,1703856517,0,22,0
docker,docker,77717747,Use ExternalPythonOperator in Apache Airflow with a Windows venv on a Docker for Desktop setup,1703601166,0,39,0
json,json,77732027,API-POST error: &#39; Syntax Error: Cannot parse the unexpected character \&quot;\\\\\&quot;.&quot;,1703853302,0,19,0
json,json,77727427,How to determine if the json result has an array object named data and get all of its parent object names,1703773380,2,32,0
kotlin,kotlin,47067302,What is difference between &quot;as&quot; and &quot;is&quot; operator in Kotlin?,1509594642,10,30143,27
spring-boot,spring-boot,77732150,Spring Boot Test Controller with Security Parameter in Method Signature,1703855385,0,36,-1
android,android,77732139,Android studio has a different preview on emulator and activity_main.xml,1703855150,0,14,0
"android,kotlin",android,77732141,Why BLE scanning not working for me on Android 13?,1703855193,0,20,0
maven,maven,77732140,"Getting SIGSEGV (0xb) at pc=0x00007fe2deb92bb0, pid=4611, tid=140613335000832 when running my java jar (flink)",1703855169,0,22,0
javafx,javafx,32026419,JavaFX pane.getChildren().remove(child) throws IllegalArgumentException,1439653698,1,11490,0
hibernate,hibernate,20822976,"The client to invoke an error is as follows:org.xml.sax.SAXException: SimpleDeserializer encountered a child element, which is NOT expected",1388301265,1,9387,0
android,android,75027717,Confirm Subscription plan from play Store Flutter,1672986900,1,262,0
json,json,76776065,Cypress: Is there any way we can substitute fixture fields with data generated in test case in order to generate dynamic payload (Tried existing sol),1690423087,2,240,-2
docker,docker,77725359,Sail npm run dev,1703745586,0,19,0
"android,gradle",android,77731876,"I am not able to build the apk file of the project, whenever I try to build I get thi error. dexBuilderDebug FAILED",1703851368,1,30,0
android,android,77731420,Regarding Casting on all SMART TVs,1703845812,0,14,-2
javafx,javafx,77731879,How to add minimise button in jxbrowser,1703851408,1,24,-1
docker,docker,77732013,Why run multiple containers of the same docker image in single EC2 instance,1703853060,0,15,0
gradle,gradle,77732007,LWJGL not working with Gradle - Linux ARM64 - Java 17,1703853001,0,7,0
android,android,77731970,como a&#241;adir google wallet en ionic,1703852448,0,12,0
docker,docker,65565717,Istio 1.8 upstream connect error or disconnect/reset before headers. reset reason: connection failure,1609775907,0,1956,1
android,android,7021578,Resize Drawable in Android,1313043366,8,96579,42
