Tag,Question ID,Title,Creation Date,Answer Count,View Count,Score
java;runtime-error;program-entry-point;nosuchmethoderror,5407250,"&quot;Error: Main method not found in class MyClass, please define the main method as...&quot;",1300892548,11,225699,66
java;inputstream;parquet,77699903,IOException Unexpected end of stream when trying to read Parquet file from URI as inputstream,1703183708,0,43,-3
java;spring;spring-boot;email;mail-sender,67061302,Spring boot JavaMailSender NullPointException sending email does not work,1618241765,2,2135,1
java;spring;postman,72799167,Postman is giving me error &quot;Error: read ECONNRESET&quot;,1656495620,1,20163,1
java;spring;javabeans;autowired;circular-dependency,49148529,BeanCurrentlyInCreationException when @Autowired and @Bean are present in same class,1520415423,2,13255,6
java;rest;httpclient;apache-httpclient-4.x,77705632,Apache HttpClient receiving error to a multipart Restful call that others succeed,1703275955,0,27,-2
java;mockito;matcher,77705247,Using Mockito argThat in a loop results in NullPointerException,1703269333,2,45,0
java;selenium-webdriver;cucumber;cucumber-java;serenity-bdd,77705315,Error: Could not instantiate new WebDriver instance of type class org.openqa.selenium.firefox.FirefoxDriver but we use chrome,1703270347,0,31,0
java;spring-boot;maven;dependencies,77694710,FileSystemNotFoundException on dependency with spring boot 3.2,1703109678,1,52,0
java;micronaut;testcontainers;testcontainers-junit5,77352776,org.testcontainers.ext.ScriptUtils$ScriptLoadException: Could not load classpath init script with Micronaut project using Test-Resources,1698156016,1,163,0
java;postgresql;jdbc;hikaricp,77704661,"Execution time of PostgreSQL `copyIn()` is prolonged, and it results in an error",1703261090,0,40,0
java;spring;hibernate;jpa,77700674,NullPointerException in Hibernate Query: &quot;org.hibernate.sql.ast.spi.SqlAstProcessingState.getSqlExpressionResolver()&quot; is null,1703194906,1,32,-1
java;exception;intellij-idea,77703655,InteliJ IDEA gives Illegal State Exception,1703248156,0,41,-1
java;spring;oracle;hibernate;exception,77702858,org.hibernate.tool.schema.spi.CommandAcceptanceException: Error executing DDL via JDBC Statement with oracle,1703238203,1,43,-1
java;checkstyle;maven-checkstyle-plugin,77703198,Maven Checkstyle error trying to running custom rules in Java project,1703242161,1,34,1
java;mysql;tomcat;grails;mysql-connector,77700258,"java.sql.SQLNonTransientConnectionException: No operations allowed after connection closed exception, on Grails5 only when default dataSource used",1703188585,0,65,1
java;ssl;weblogic12c,77203886,WebLogic Server fails to make secured connection to the Target URL with SSLHandshake exception,1696009487,1,36,0
java;eclipse;windowbuilder;cardlayout,77702930,Execution errors when opening the design tab of my MainFrame on Eclipse,1703239107,0,23,1
java;ssl,77701793,What is the reason for &quot;java.io.IOException: Integrity check failed: java.security.NoSuchAlgorithmException: Algorithm HmacPBESHA256 not available&quot;,1703221969,1,39,0
java;arrays;json,43393706,if else inside a for loop iterating over a json array with custom exception in else block,1492090320,1,288,0
java;spring-boot;hibernate;spring-data-jpa;spring-data,77208930,java-ClassCastException: class org.hibernate.metamodel.model.domain.internal.EntityTypeImpl cannot be cast to class org.hibernate.query.OutputableType,1696123307,1,287,0
java;gradle;checkstyle,70188304,Unable to process files error in gradle checkstyle,1638378096,1,1216,7
java;class;classpath;classnotfoundexception,17408769,How do I resolve ClassNotFoundException?,1372694338,30,1033750,164
java;android;firebase;flutter;firebase-authentication,66857881,"Unhandled Exception: PlatformException (sign_in_failed, com.google.android.gms.common.api.ApiException: 10: , null, null) - works well in one system",1617034989,3,15166,5
java;spring-boot;spring-data-jpa;spring-data;java-21,77701921,"ClassCastException on Casting Object to a Map with Spring Boot 3.2 and Java 21,",1703224745,0,55,-1
java;json;xml;azure-functions;azure-storage-queues,77698839,Azure Storage Queue in Java - Exception: JsonParseException: Unexpected character (&#39;&lt;&#39; (code 60)),1703171198,0,54,0
java;azure;spring-cloud-config-server;azure-spring-cloud;spring-cloud-config-client,77697706,Azure Deployment Failing with HttpServerErrorException for my Spring App,1703158613,1,69,0
java;selenium-webdriver;intellij-idea;testng,77700081,How to resolve socket exception in automation testing,1703185995,0,21,-3
java;hibernate;jpa,25018893,DuplicateMappingException represented by different logical column names,1406646955,1,10503,4
java;spring-boot;rabbitmq;amqp,55189827,java.lang.IllegalArgumentException when publishing a message with RabbitTemplate,1552679615,4,10979,9
java;rest;rest-assured,51763857,Getting SSL error in rest assured,1533808163,2,3752,6
java;selenium;cucumber,70418116,java.lang.NoSuchMethodError: &#39;void org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation.constructAppearances()&#39;,1639981840,2,443,0
java;spring;spring-mvc;dependency-injection;spring-data-jpa,51530140,UnsatisfiedDependencyException : Error creating bean with name &#39;HController&#39; caused by NoSuchBeanDefinitionException:,1532572164,2,9910,1
java;eclipse;error-handling,77700363,Error occurred during initialization of boot layer java.lang.LayerInstantiationException,1703190128,0,20,-1
java;spring;spring-boot;eclipse;intellij-idea,77699715,Spring Boot Project Migration from IntelliJ to Eclipse Results in JpaRepository and MongoRepository Interface Errors,1703181075,0,24,-1
java;linux;ubuntu;host;ngrok,77699540,ngrok gives an error that java does not see,1703178865,0,13,-2
java;azure-devops;azure-pipelines;playwright;playwright-java,77686539,"Not able to run scripts on Azure ADO pipeline getting failed to create driver exception on local it is working fine, issue on pipeline only",1703002502,0,45,0
java;spring-boot;spring-data-jpa;sts,77492052,"Upgraded spring boot 4.20.1,getting error in problems tab for spring boot type category",1700103683,1,200,2
java;docker;maven;continuous-integration;gitlab-ci,77697616,Fatal error compiling: error: release version 17 not supported. What is causing it?,1703157671,0,32,0
java;audio;ioexception,5529754,java.io.IOException: mark/reset not supported,1301835981,6,79563,89
java;spring;spring-security;jwt,77694705,Spring Security ExceptionTranslationFilter does&#39;t handle thrown in custom filter exception,1703109556,2,59,-2
java;eclipse;debugging;tomcat,77698607,Eclipse - FATAL ERROR in native method: processing of -javaagent failed,1703168700,0,40,0
java;junit;certificate;intellij-14,77694848,Certificate error while running JUnit in Spring Java application in IntelliJ,1703112205,0,26,0
java;spring;spring-boot,77698232,Using @AutoConfigureTestDatabase a `CommandAcceptanceException` occurs in the test,1703164743,0,50,0
java;spring-jdbc;oracle12c,40220611,"Oracle 12c - getting SQL Error: 17410, SQLState: 08000",1477318162,2,33292,12
java;selenium-webdriver;intellij-idea;noclassdeffounderror,70959285,IntelliJ - java.lang.NoClassDefFoundError: net/jodah/failsafe/Policy,1643819518,3,5243,2
java;eclipse;spring;maven;spring-mvc,36568275,Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException,1460451407,1,16429,0
java;vert.x;vertx-verticle;vertx-eventbus,77686463,"io.vertx.core.eventbus.ReplyException: Timed out after waiting 30000(ms) for a reply. address: __vertx.reply.1, repliedAddress: prizes",1703001617,0,19,1
java;spring;spring-boot;spring-boot-actuator,66289094,Spring Boot Actuator not working- Whitelabel Error Page,1613806205,5,4577,5
java;android;android-studio,67782975,How to fix the &#39;&#39;module java.base does not &quot;opens java.io&quot; to unnamed module &#39;&#39; error in Android Studio?,1622523804,29,388944,224
java;apache-camel,48057403,How do I convert MultipartEntityBuilder to inputStream when exception message goes to the deadLetterChannel in camel?,1514879429,2,707,0
java;android;android-studio;gradle;java-11,60474877,syncing : Caused by: org.codehaus.groovy.control.MultipleCompilationErrorsException: startup failed error in syncing.... androidstudio 3.6.1,1583064092,11,50622,14
java;c#;android;unity-game-engine,72623355,How to solve Android Resolver ERROR in Unity?,1655240758,1,374,1
java;spring-boot;heroku,77695695,Why Heroku only returns code 500 for all errors?,1703131444,0,15,0
java;optimization;obfuscation;proguard,2591602,Error: Can&#39;t find common super class of ,1270635981,4,14150,12
java;scala;akka;proguard,62778789,Proguard - java.lang.IllegalArgumentException: Can&#39;t find common super class of,1594135948,2,1152,1
java;spring-boot;liquibase;flyway,77638743,Does Liquibase have a similar option to Flyway`s clean-on-validation-error,1702288658,1,62,1
java;spring;smtp;jakarta-mail;spring-boot-starter,77679815,"springboot javaMailSender SMTP connection error: Couldn&#39;t connect to host, port: localhost, 25; timeout -1;",1702910282,1,46,0
java;spring;hibernate;exception,77695398,java.lang.IllegalAccessException--&gt;module java.base does not open java.lang to unnamed module @1af2d44a,1703124418,0,45,0
java;scala;docker;apache-spark;kubernetes,67617032,Spark Kubernetes - FileNotFoundException when copying config files from driver to executors using --files or spark.files,1621500572,2,1190,3
java;spring;spring-mvc;configuration,19513947,exception sending context initialized event to listener instance of class,1382433991,1,27174,0
java;hibernate;quarkus;nosuchmethoderror;jakarta-migration,77682920,hibernate validator failed to build due to java.lang.NoSuchMethodError,1702960031,1,48,1
java;jdbc;mysql-connector,77694444,java.sql.SQLException: No suitable driver found for jbdc://localhost:3306/rede_hoteis,1703105968,1,19,0
java;maven;javafx;mysql-connector;gluon,77680984,Can&#39;t find bundle for base name com.mysql.cj.LocalizedErrorMessages locale pt_BR,1702923189,0,46,1
java;maven;ubuntu;snappy,73985967,Xerial SnappyError: pure-java snappy requires access to java.nio.Buffer raw address field,1665139415,0,734,2
java;android;android-fragments,77693752,NullPointerException while calling setText method in fragment,1703096986,1,54,0
java;sql-server;hibernate;spring-data-jpa,77694278,Springframework SQLServerException: Invalid object name (database table name),1703103848,0,30,0
java;exception;javafx;invocationtargetexception,77681021,(JavaFX) Exception in Application start method java.lang.reflect.InvocationTargetException,1702923599,1,71,1
java;eclipse;maven;tomcat7,26439055,Eclipse Dynamic Web Project with maven is throwing error on mvn tomcat7:run,1413630273,2,4391,4
java;hibernate;wildfly;hibernate-mapping;hibernate-envers,77694325,Hibernate 6.2 envers classcastexception BasicValue to Component,1703104565,0,27,0
java;jsp;e-commerce;registration;createuser,72081959,HTTP Status 500 - Error instantiating servlet class in user registration,1651460328,2,2788,0
java;xml;configuration;struts2,21184476,Exception starting filter action - unable to load configuration - java.net.UnknownHostException: struts.apache.org,1389957003,1,1557,0
java;spring;maven;struts2;dependency-management,35225905,Bean already registered - struts2-core dependency error,1454680387,1,1101,0
java;tomcat;struts2,35887897,NoSuchMethodError: ConfigurationManager.addConfigurationProvider while deploying Struts 2 application on Apache Tomcat 8,1457516440,4,2103,0
java;logging;logback;appender,77692815,Appender with filter &quot;ERROR&quot; and logger with level &quot;INFO&quot; print DEBUG log. How to avoid it?,1703086941,0,22,0
java;spring-boot;heroku;heroku-cli,77689344,How do I fix an error on Heroku deploy build,1703049388,1,24,0
java;serial-port;unsatisfiedlinkerror,77620878,java.lang.UnsatisfiedLinkError: no jSerialComm in java.library.path,1701959884,1,69,-1
java;spring-mvc;jmeter,45950805,org.apache.http.TruncatedChunkException,1504058664,1,12908,1
java;oracle;open-liberty,77690991,ClassCastException inserting data with Oracle XSU in OpenLiberty,1703069603,1,68,2
java;desktop;coverity;synopsys-vcs,77690111,ERROR while coverity scan : No snapshot in stream has analysis summaries,1703060332,1,15,1
java;jdbc;exe4j,76988356,How to solve &quot;java.lang.ClassNotFoundException: java.sql.SQLException&quot; after converting to .exe,1693159278,1,136,0
java;mysql;jdbc,77692057,How to fix error &quot;column count doesn&#39;t match value count at row 1&quot;,1703080006,0,31,-2
javascript;java;spring-boot;vuejs3,77691110,Spring Boot always throws 403 and CORS policy error,1703070700,2,39,1
java;apache-spark;pyspark,72582913,Buffer/Capacity error saving dataframe as parquet in Spark,1654937238,2,1950,1
java;jenkins,77648042,Why is my jenkins agent logging a fatal error but staying connected - illegal byte sequence error,1702402613,1,192,0
java;spring-boot;swagger-ui;openapi;springdoc-openapi-ui,75394601,Cannot open swagger-ui with the usage of Openapi in Spring Boot 3 (Whitelabel Error Page),1675920974,1,2198,2
java;selenium-webdriver;selenium-chromedriver;edgedriver,77691470,SessionNotCreatedException: Could not start a new session. Response code 500. Message: session not created: Microsoft Edge failed to start,1703074117,0,36,0
java;xml;spring-boot;spring-jdbc;namedparameterjdbctemplate,77690925,springframework.dao.InvalidDataAccessApiUsageException: No value supplied for the SQL parameter &#39;key]&#39;: No value registered for key &#39;key]&#39;,1703068998,0,28,0
java;bash;maven;intellij-idea;makefile,77687356,"mvn in bash works, but IntelliJ yields &quot;error: release version 17 not supported&quot;",1703011565,1,47,0
java;selenium-webdriver;exception;microsoft-edge;ui-automation,77690765,WebDriverException: Unknown Error - First element in result.deepSerializedValue.value list must contain a string,1703067506,0,87,0
java;mysql;jdbc;mysql-connector,77643817,java.sql.SQLException: No suitbale driver found for jdbc:mysql://localhost:3306/exambledb,1702358048,0,55,0
java;selenium-webdriver;cucumber-java,77674434,When i execute Test Runner class getting error &quot;cannot invoke FindElement() method,1702816910,1,37,-1
java;spring-boot;spring-security;jwt,77690440,spring security handle exception throws from filter,1703064361,0,30,0
java;spring-boot;microservices;spring-cloud,72569019,java.net.UnknownHostException: Failed to resolve &#39;inventory-service&#39; after 4 queries in Spring Boot and Cloud,1654834241,4,17567,3
java;file-upload;apache-commons-fileupload,12198511,why this exception FileItemStream$ItemSkippedException?,1346334833,3,3613,8
java;exception,77689286,Fatal Exception: java.lang.IllegalArgumentException: Argument to unpark() was not a Thread,1703048216,0,15,0
java;oracle,77689408,ExitException: Unable to load resource: http://[host]:[port]/OA_JAVA/oracle/apps/fnd/jar/fndforms.jar,1703050479,0,36,0
java,77689134,"When sending requests using the Undertow server and Spring framework, occasional error messages may appear:Wrap requestBody failed",1703044330,0,9,0
java;android;flutter;kotlin,66305553,&quot;error: cannot find symbol&quot; when building for Android in flutter,1613931390,13,25396,19
java;android;retrofit;okhttp,77687740,I am getting null pointer exception on HttpCookie but not sure why?,1703016459,1,41,0
java;maven;javafx,77688780,"&quot;Error: JavaFX runtime components are missing, and are required to run this application&quot; in maven application",1703035261,0,42,0
java;postgresql;spring-boot;hibernate,77651661,"Spring Boot, JDBC: ERROR: column &quot;date&quot; cannot be cast automatically to type timestamp without time zone",1702451275,0,54,-1
java;spring-boot;jpa;spring-data-jpa;spring-data,77669353,java.sql.SQLRecoverableException: No more data to read from socket when working with 2 mapped tables,1702685060,2,61,1
java;java-8;xml-parsing;jaxb;saxparser,77682663,JAXB + SAX + Open JDK 8 Getting Connection Reset by Client Exception,1702952999,1,37,0
java;spring-boot;open-telemetry;micrometer-tracing;observability,77552544,Exception in observability stack after upgrading Spring Boot from 3.1.3 to 3.2.0 using opentelemetry-java,1701016414,1,305,3
java;javafx;graphics;illegalargumentexception;javafx-css,77687691,JavaFX in Eclipse Helios: IllegalArgumentException (Css2Bin.java:40),1703015716,0,24,-3
java;groovy;webharvest,58461334,how to fix groovy.lang.MissingMethodException: No signature of method: java.util.ArrayList.get() is applicable for argument types: () values: [],1571468718,1,9802,2
java;xml,77687141,How do I get list of validation errors from java XSD validation,1703008927,0,19,-1
java;xml;validation;xerces;xsd-1.1,77656374,XSD Schema validation throws SAXParseException in java application using Xerces fails when there are external xsd&#39;s included in the Parent,1702499289,2,91,0
java;apache-poi,77673386,java.lang.NoClassDefFoundError: org/apache/xmlbeans/impl/schema/DocumentFactory,1702790011,0,85,0
java;spring;eclipse;spring-mvc,44644434,Caused by: java.lang.ClassNotFoundException: javax.servlet.http.HttpServlet,1497936123,2,11075,0
java;apache-poi;powerpoint,77686799,Merge PowerPoint Slides using Apache POI XSLF: How to Resolve &#39;UnsupportedOperationException&#39; When Copying Shapes Between Slides?,1703005031,0,39,0
java;aws-lambda;apache-commons-httpclient,77686513,LambdaClient - Run Time Exception: Connection pool shut down,1703002150,0,26,0
java;spring;hibernate;java-17;hibernate-6.x,77684835,java.lang.NullPointerException: Cannot invoke &quot;org.hibernate.sql.results.graph.Initializer.asEntityInitializer()&quot; because &quot;initializer&quot; is null,1702985315,0,38,0
java;hbase;hbasetestingutility,77544583,Running HBaseTestingUtil in non-test code fail with ClassNotFoundException: org.junit.Assert,1700844277,1,18,0
java;selenium-webdriver;jenkins;automation,77686043,how to solve this driver error in jenkins?,1702997506,0,39,0
java;android;imageview;fresco,77078147,Fresco java.lang.UnsatisfiedLinkError: dlopen failed: library &quot;libnative-imagetranscoder.so&quot; not found - Android Studio - Java,1694386392,2,156,0
java;image;button;jbutton,77685808,I&#39;m trying to add an image to my Jbutton. The Code runs everytime with no error but the Image never appears,1702995137,0,23,-1
java;eclipse;wsdl;axis,20901089,IWAB0399E Error in generating Java from WSDL: java.io.IOException: Type {http://www.w3.org/2001/XMLSchema}array is referenced but not defined,1388743585,2,12916,2
java;rocketmq,77429261,RocketMQ V5.x Caused by: java.util.concurrent.CancellationException: Task was cancelled,1699254070,1,100,1
java;openssl;ssl-certificate;java-stream;keytool,57313084,javax.net.ssl.SSLHandshakeException: Remote host terminated the handshake,1564675784,1,8691,2
java,42643963,MalformedUrlException unknown protocol classpath in Java,1488877090,3,15565,0
java;maven;apache-spark;executable-jar;nats.io,77683727,Spark Java code that works fine in Eclipse IDE throws ClassNotFoundException while running the jar generated by maven,1702973733,1,42,1
java;mockito;reactive;flux,77680014,Why do I have nullPointerException on collectList to a Flux,1702912407,0,42,-1
java;oracle;plsql,36447240,Invalid SQL type: sqlKind = UNINITIALIZED error is shown,1459935645,5,47666,5
java;amazon-ec2;websocket;jetty,77684815,WebSocket Connect Error &quot;reason=Failed to open local endpoint&quot;,1702985132,0,10,0
java;eclipse;maven;m2eclipse,24743054,pom.xml shows multiple annotations errors in Eclipse,1405361569,2,8461,1
java;android;android-studio;gradle,68728918,Error: Android Gradle plugin requires Java 11 to run. You are currently using Java 1.8. -&amp; Failed to apply plugin &#39;com.android.internal.application&#39;,1628606745,5,38117,14
java;spring;jpa;spring-data-jpa,51513289,UnknownEntityTypeException: Unable to locate persister,1532504072,5,23279,7
java;macos;zsh,69203176,Permission Error When Exporting to $JAVA_HOME on MacOS Big Sur,1631772751,4,15364,10
java;web-applications;web;jakarta-mail;registration,20766044,MailConnectException while sending mail using java mail api,1387914134,7,38197,1
java;android;flutter,75328050,flutter doctor --android-licenses not working due to java.lang.UnsupportedClassVersionError,1675365835,10,14844,17
java;spring;spring-boot;spring-security,74940897,NullPointerException in GenericFilterBean on Spring Boot application start after adding a custom filter,1672234401,3,1472,2
java;spring;spring-boot;junit;spring-retry,77665070,Spring Retry Junit throws Checked exception is invalid for this method! is thrown,1702629028,1,21,0
java;spring;spring-boot;classcastexception;spring-data-redis,75943457,ClassCastException: with unnamed module of loader &#39;app&#39;: Spring Data Redis,1680724066,3,3980,3
java;gradle;jboss;wildfly;bean-validation,33806900,java.lang.NoSuchMethodError:org.hibernate.validator.internal.engine.constraintvalidation.ConstraintValidatorContextImpl,1447943985,1,2014,0
java;spring;spring-boot;gateway;spring-cloud-gateway,68657540,Spring Cloud Gateway doesn&#39;t find the microservices (Not found 404 error),1628108043,5,9243,5
java;file;filenotfoundexception,27849389,Java fileNotFoundException when accessing program files,1420750771,3,2660,1
java;bufferedimage;ioexception;javax.imageio,77682476,What could cause javax.imageio.IIOException?,1702948506,0,59,-2
java,39528162,"In Coursera Algorithms I course, &quot;error: package edu.princeton.cs.algs4 does not exist&quot;",1474018473,2,12136,1
java;android;android-studio,77682425,Android studio installing error : com.codota.intellij.common.core.CodotaMain does not define or inherit,1702946908,0,27,0
java;sdk;oracle-cloud-infrastructure,73007996,I am getting:- Exception in thread &quot;main&quot; java.lang.NoSuchFieldError: TOO_MANY_REQUESTS,1658009981,4,631,1
java,77682242,In BDD selenium while using webdrivermanager I get &quot;IllegalStateException&quot;,1702941944,1,17,0
java;jmeter,76928671,JMeter bzm - Parallel Controller class java.util.IdentityHashMap cannot be cast to class java.util.HashMap exception,1692355976,1,1167,0
java;mongodb;timeout;mongodb-java,27607773,com.mongodb.MongoTimeoutException when using MongoClient with list ServerAddress,1419270326,2,11151,5
java;unit-testing;junit;mockito;junit4,77678077,Error on junit tests: Cannot instantiate @InjectMocks field,1702891200,1,57,0
java;spring;hibernate,40786833,Spring+hibernate Error creating bean with name &#39;dataSource&#39; defined in class path resource [applicationContext.xml],1479991721,1,840,0
java;sql-server;spring-boot;maven;flyway,76488497,Migration from Spring Boot 2.6 to 2.7 - FlywayException: Unsupported Database: Microsoft SQL Server 15.0,1686905390,2,1664,4
java;apache-spark;cassandra;spark-cassandra-connector,77680717,Spark-Cassandra read cassandra table returning NoSuchElementException,1702919814,0,12,0
java;server;rmi,67213865,java.rmi.server.ExportException: Port already in use: 1099;,1619096708,2,11624,2
java;eclipse;boot;modulenotfounderror,77680368,Error occurred during initialization of boot layer java.lang.module.FindException: Module javatutos not found,1702916070,0,30,0
java;android-studio;r.id,77680362,R.id-Error &quot;constant expression required&quot;,1702915946,0,11,0
java;jpa;eclipselink;glassfish-3,77538298,getting syntax error on a query even if the query is right for sure,1700755984,1,50,-2
java;spring-boot;oauth-2.0;openid-connect;beancreationexception,77679847,"Using nimbus oauth2 and spring-boot, getting a BeanCreationException with AuthorizationServerMetaData",1702910551,0,10,0
java;spring;spring-boot;spring-security;spring-data-jpa,77678212,Spring Boot Error: Error starting ApplicationContext,1702892805,2,48,0
java;spring;jackson;native,77678453,Spring Native with RestClient - RestClientException: No HttpMessageConverter,1702895289,0,40,0
java;spring-boot;spring-mvc,77671800,Getting an error in a Spring boot MVC app that uses a taglib library,1702746959,2,34,0
java;eclipse;maven;jboss,23025461,Error resolving version for plugin &#39;org.codehaus.mojo:maven-war-plugin&#39; from the repositories,1397270476,1,9118,0
java;c#;console-application,77676995,Video files transferring getting error while Transfer files from one location to another,1702874910,1,33,0
java;spring;urlencode;html-escape-characters;tuckey-urlrewrite-filter,77678633,When a browser opens a URL with params it hangs and Java App (using UrlRewrite) throws RequestRejectedException: the URL contained &quot;;&quot;,1702897364,1,21,-1
java;richfaces;jboss-eap-7,51677421,RichFaces 4.3.7 in Jboss EAP 7.0.9 : IllegalStateException,1533316962,1,830,0
java;apache-kafka;spring-kafka;metrics;open-telemetry,77678408,java.lang.ClassNotFoundException: io.opentelemetry.javaagent.shaded.instrumentation.kafka.internal.OpenTelemetryMetricsReporter,1702894746,0,48,0
java;docker;docker-compose;spring-data-jpa;microservices,75227586,Failed to instantiate com.zaxxer.hikari.HikariDataSource: Factory method &#39;dataSource&#39;exception with message: Failed to determine suitable driver class,1674596575,5,11069,0
java;android,56266801,java.net.SocketException: socket failed: EPERM (Operation not permitted),1558573350,16,189590,306
java;mysql;tomcat;salesforce;sailpoint,77603004,Exception during aggregation of Object Type account on Application SalesforceTest,1701730900,1,53,0
java;spring-boot;json-serialization,77677648,Could not write JSON: Infinite recursion (StackOverflowError)],1702885709,1,50,0
java;spring;hibernate;spring-mvc;spring-data-jpa,77677409,Failed to instantiate [org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean]: java.lang.NoClassDefFoundError: javax/persistence/Convert,1702882881,0,36,0
java;r;jdbc;batch-insert;rjdbc,39492145,Teradata JDBC Error 1338 after certain number of batch executions,1473860777,3,9796,0
java;sftp;spring-integration;jsch;mainframe,25877027,spring integration sftp mainframe :failed to write file; nested exception is 3: Permission denied,1410896175,2,8211,2
java;exception;error-handling;zip;unzip,77637732,Zip Exception not getting caught correctly,1702274893,0,15,0
java;spring;spring-boot;spring-rest,77635124,Exception not throwed to global api error handler,1702217629,2,70,0
java;android;build;android-webview;logcat,74274116,Android Studio java.lang.RuntimeException: Unable to start activity {} failed to create web view,1667296362,2,276,-1
java;spring;spring-boot;rest;error-handling,38117717,What is the best way to return different types of ResponseEntity in Spring-Boot (Error Handling for REST with Spring),1467275170,15,279923,114
java;pdf;fonts;icepdf,77675038,Error reading font file when using Icepdf,1702828210,1,105,0
java;hibernate;jpa;spring-data-jpa,63081855,HibernateProxy.toString lazy initialization exception,1595626968,1,2457,1
java;spring-boot;spring-security,77675762,Error during Spring Boot application startup: BeanCurrentlyInCreationException in securityConfig,1702842140,1,21,0
java;spring;amazon-web-services;spring-boot;hibernate,77676415,Error using AWS Athena as a Spring Boot Data Source,1702857596,0,25,-1
java;spring;oracle;spring-boot;hibernate,65105082,Problem with JpaRepository - SQLException: Invalid column name,1606900198,2,8906,1
java;java.util.scanner;nosuchelementexception,63324948,NoSuchElementException in nextInt() no matter what I do to the code,1596967165,1,130,0
java;selenium-webdriver;testing;testng,77138392,Why I&#39;m getting &quot;Session ID is null. Using WebDriver after calling quit()?&quot; exception in SeleniumWebdriver?,1695164161,1,43,0
java;spring-boot;stripe-payments;web-development-server,71706703,Spring Boot Error creating bean with name: Lookup method resolution failed Fail to introspect class from classloader,1648814931,1,9667,2
java;eclipse;tomcat,40729817,Eclipse Tomcat Error: &quot;Could not launch in profiling mode because no profilers are configured.&quot;,1479764127,1,11407,4
java,77675823,why I get 404 error when trying to access h2-console in Spring Boot?,1702843187,1,28,0
java;swing;indexoutofboundsexception;arrayindexoutofboundsexception,77675235,Exception in thread &quot;AWT-EventQueue-0&quot; java.lang.ArrayIndexOutOfBoundsException: 3 &gt;= 3,1702832045,0,22,-1
java,3707127,406 error in the Java code,1284451969,2,4481,-2
java;spring;spring-boot;spring-data-jpa,77675219,"Getting &quot;SQLServerException: The statement is closed&quot; when calling save(), but save() works",1702831797,0,38,0
java;json;apache-kafka;spring-kafka,77674349,Kafka Deserialization Error: No type information in headers and no default type provided,1702815395,1,38,0
java;apache-spark;pyspark;apache-kafka;spark-kafka-integration,72627688,PySpark - NoClassDefFoundError: kafka/common/TopicAndPartition,1655279579,2,543,0
python;java;visual-c++;pip;jpype,77674773,Trying to install JPype1 but getting errors: cl.exe&#39; failed with exit code 2,1702823443,1,67,1
java;eclipse;selenium-webdriver;automation,77671591,I&#39;m getting an error showing &quot; The annotation @FindBy is disallowed for this location &quot;,1702742465,0,20,-1
java;jdbc;dao,77673254,Program is throwing [SQLITE_BUSY] The database file is locked (database is locked) error but I&#39;ve closed everything,1702785027,1,45,0
java;spring,55049514,Spring Nosuchbeanexception,1551979071,1,83,0
java;android,77673840,I have a problem with putExtra from adapter when I click to textview in the adapter I just send Arraylist data to detail but it show error,1702804058,1,16,-1
java;android,77673549,java.lang.NoSuchMethodError: No static method onPullDistance,1702796193,0,22,-2
java;selenium-webdriver,77671467,Using @FindBy is displaying an nullpointerexception error message using Selenium - Java,1702740423,1,23,0
java;angular;rest,77673750,I got an error while fetching data from backend in my angular frontend from springboot backend,1702802035,0,40,-1
java;spring-boot;maven;jpa;spring-data-jpa,77672854,spring boot (maven with JPA and in memory H2 database) keep getting Not a managed type&quot;&quot; and error creating bean with name&quot;&quot;,1702769119,1,34,0
java;flutter;azure;build;build.gradle,72140664,Azure build error: &quot;Android Gradle plugin requires Java 11 to run. You are currently using Java 1.8&quot;,1651836049,2,3126,9
java;java-8;comparator;comparable,40500280,comparing and thenComparing gives compile error,1478666607,1,6741,18
java;exception,77672706,Unhandled exception when throwing an exception,1702765272,0,40,-1
java;spring;spring-boot;basic-authentication,73655012,NoSuchBeanDefinitionException: No qualifying bean of type &#39;org.springframework.security.config.annotation.web.builders.HttpSecurity&#39; available,1662671088,5,6549,4
java;junit;easymock;illegalstateexception,10093105,Java Easymock complains with &quot;java.lang.IllegalStateException: void method cannot return a value&quot; or &quot;no last call on a mock available&quot;,1334077239,1,10890,2
java;java-7;java-io,42627779,Invalid file path exception,1488809510,2,8452,2
java;linux;javafx;mp3,77663867,Error creating JavaFX MediaPlayer using mp3 on Ubuntu 23.10,1702604348,1,78,1
java;graalvm;graalvm-native-image,77672734,GraalVM HelloWorld Application NoClassDefFoundError,1702765870,0,45,0
java;tomcat;tomcat9;apr;tcnative,77666554,Tomcat 9 APR Connector Failed to initialize component java.lang.UnsatisfiedLinkError,1702646600,1,37,-1
java;spring;templates;jdbc,28671579,"org.springframework.dao.EmptyResultDataAccessException: Incorrect result size: expected 1, actual 0",1424687207,1,21684,0
java;android;file-io,61406818,FileNotFoundException open failed: EPERM (Operation not permitted) during saving image file to internal storage on android,1587726015,13,74929,33
java;hibernate;playframework,10671050,PersistenceException occured : org.hibernate.exception.ConstraintViolationException: could not insert: [models.User],1337491945,4,12032,0
